txn_id,timestamp,sender_upi,receiver_upi,amount,payment_type,hour_of_day,day_of_week,device_type,device_id,location,ip_address,is_new_receiver,txn_frequency_1hr,failed_pin_attempts,vpn_used,is_fraud
TXN9C8F5DE6E7,2026-01-15 22:51:10,chandani@oksbi,ekantata@upi,7616.1,QR,22,3,Vivo_V27,0E9A62B726FFF1,Indore,49.94.198.124,0,3,0,0,0
TXN65A20D8C5C,2025-11-11 23:15:23,bhanumat@ibl,yuvrajag@paytm,5398.03,Bill,23,1,iPhone_15,B1C31D6F737CB4,Bangalore,49.25.13.149,0,2,0,0,0
TXN586EA7F309,2025-11-14 16:47:55,ranveers@ibl,rachitas@oksbi,5962.19,P2P,16,4,Vivo_V27,F48DCAE0AFA0C9,Delhi,49.30.235.85,0,3,0,0,0
TXNB149A90519,2025-10-31 00:25:22,anyachau@ybl,chandran@okicici,190205.33,P2P,0,4,Emulator,7641BB7965B1ED,Foreign_City,Unknown_IP,1,18,2,1,1
TXN35C76CB322,2026-02-05 22:46:04,tanaygul@okaxis,vanyasri@ibl,9724.47,P2P,22,3,iPhone_14,AE87946B034DF3,Nagpur,49.228.177.194,1,1,1,0,0
TXN92706B8622,2025-10-27 06:45:39,falgunid@paytm,xavierbu@ybl,1325.01,Recharge,6,0,iPhone_14,528CCF90105DCA,Delhi,49.236.32.234,0,4,0,0,0
TXND177D8232E,2025-12-17 18:17:32,amaradut@paytm,lavanyab@ybl,4383.21,QR,18,2,Oppo_Reno8,912E83D1784865,Bhopal,49.111.189.83,0,1,0,0,0
TXN0CAE001E35,2026-01-16 12:52:51,chandani@okicici,tristanb@upi,2800.58,Bill,12,4,Realme_10,B0216FF56B9667,Bangalore,49.31.9.151,0,4,0,0,0
TXN8D40A3D77B,2026-03-12 11:25:57,kevinsek@ibl,ekbalbav@okaxis,8366.65,Bill,11,3,Oppo_Reno8,267ED7E7384B59,Bhopal,49.139.198.205,0,2,0,0,0
TXN3233CF52AE,2025-11-22 16:08:43,riatripa@ibl,rakshaap@oksbi,7872.59,Bill,16,5,Vivo_V27,0F17FCAE2688B6,Delhi,49.143.132.177,0,1,1,0,0
TXN1B65F168A1,2025-10-28 13:57:18,yashvisa@okicici,girindra@upi,2450.5,QR,13,1,Motorola_Edge_40,FCAA9CA25F7E84,Bhopal,49.47.161.128,0,2,1,0,0
TXN9E2386E89D,2025-11-21 16:59:38,qadimpan@ibl,ommital@ybl,8291.56,Bill,16,4,Google_Pixel_7,BCC9564D0623B2,Chennai,49.161.207.247,1,4,0,0,0
TXN5202892132,2026-02-23 14:57:46,darpanma@okaxis,indrajit@ibl,5981.41,Bill,14,0,iPhone_15,C75EADDEFE5C2E,Pune,49.56.170.116,0,3,0,0,0
TXNA8B430A59A,2025-10-29 11:06:35,ekantika@paytm,charlesn@oksbi,9272.44,QR,11,2,Vivo_V27,4622F25961F999,Surat,49.38.123.174,0,4,0,0,0
TXN84C0BEB278,2025-12-07 22:15:22,thomaspi@paytm,maanassu@paytm,6414.94,QR,22,6,Motorola_Edge_40,E67B5584FDA341,Pune,49.154.133.209,1,2,0,0,0
TXN45643D60B5,2026-01-17 06:34:25,bhavanib@oksbi,charitad@upi,9591.63,QR,6,5,OnePlus_11,EC5879AAA736E0,Bhopal,49.28.58.52,1,4,0,0,0
TXN48F0D1CC7E,2026-03-15 16:50:26,harshilm@ybl,mohammed@upi,7077.02,P2M,16,6,Samsung_Galaxy_S23,178EAC68BC2F39,Kolkata,49.80.12.35,0,2,0,0,0
TXN8E0C1A834A,2025-12-24 19:13:35,jacobdee@ibl,aarushku@oksbi,9400.74,P2P,19,2,Realme_10,45FCCFFC165D42,Nagpur,49.241.135.27,1,4,0,0,0
TXN9F8C64C180,2025-12-19 20:48:30,odikakal@okaxis,hemangin@ybl,5766.52,P2M,20,4,Motorola_Edge_40,D606C964A0F516,Jaipur,49.88.62.34,0,2,1,0,0
TXN84E465F200,2026-03-07 14:38:36,liamluth@paytm,amritata@oksbi,5967.64,P2M,14,5,Motorola_Edge_40,BB795E0D975B0E,Kolkata,49.21.177.200,1,2,0,0,0
TXN485025212F,2026-01-03 17:19:31,farastan@ybl,theodore@okaxis,4351.42,P2P,17,5,Samsung_Galaxy_S23,BB408930D8280A,Jaipur,49.9.244.61,0,3,0,0,0
TXN95A4CF459D,2026-01-01 01:11:15,waidabos@upi,zilmilso@paytm,96328.45,QR,1,3,Emulator,BC1AB1286891A8,Foreign_City,TOR_Exit_Node,1,11,4,1,1
TXNE3A15ABFD7,2026-03-01 22:07:56,aradhana@ybl,karande@ybl,9592.88,QR,22,6,Samsung_Galaxy_S23,7C4B76D138709B,Chennai,49.229.5.59,0,4,0,0,0
TXNC78C2425B8,2025-12-07 11:46:31,kashvina@ibl,nandinim@oksbi,2908.08,P2P,11,6,Realme_10,C4889EB4888E80,Kanpur,49.226.189.173,0,1,0,0,0
TXND6984C1AA6,2025-12-16 13:56:18,ekiyases@ibl,praneels@ybl,4907.32,Bill,13,1,Xiaomi_13,B7E50045F7C75C,Jaipur,49.124.76.25,0,1,1,0,0
TXNF3478EE698,2025-12-04 06:58:33,nidhirav@okaxis,andrewpa@ibl,1931.07,QR,6,3,Motorola_Edge_40,A56AF023867E11,Bangalore,49.145.163.12,1,3,0,0,0
TXN0C7FBE0F5C,2026-01-01 18:21:01,chakrika@ibl,yahvikar@upi,3255.72,QR,18,3,Motorola_Edge_40,C489DAE621A626,Jaipur,49.77.19.252,0,2,0,0,0
TXN7D8585648C,2025-11-01 12:30:13,aaravzac@paytm,samakshm@upi,2977.8,P2P,12,5,iPhone_15,2C00A3E02EE28A,Surat,49.81.138.254,0,2,0,0,0
TXN385493912C,2025-11-26 09:59:31,urmidewa@oksbi,saumyaah@okicici,7455.98,P2M,9,2,Motorola_Edge_40,8065830C667E95,Kolkata,49.43.163.227,0,3,0,0,0
TXN05E14A8DF5,2025-11-09 06:49:31,falandat@paytm,sairout@paytm,535.24,Bill,6,6,Oppo_Reno8,140925DFB3BC75,Ahmedabad,49.132.160.203,0,4,0,0,0
TXN1B3D18892F,2025-12-31 13:03:35,yastisat@paytm,nathanie@paytm,6180.17,P2M,13,2,Samsung_Galaxy_S23,745D881883D9A6,Lucknow,49.180.39.168,0,2,0,0,0
TXND746BC28C6,2025-11-14 06:21:43,thomasta@ibl,fiyazman@okaxis,6650.14,Recharge,6,4,iPhone_15,4365D080F53A46,Jaipur,49.248.76.104,0,2,0,0,0
TXNC9CB1F8075,2025-10-12 18:30:30,siddhart@okicici,gaurangi@okicici,5645.58,Bill,18,6,Vivo_V27,80BFE85B56981D,Kanpur,49.234.193.203,0,3,0,0,0
TXN41FE573E06,2025-11-09 16:15:50,aayushag@okaxis,jairajkr@oksbi,1197.15,QR,16,6,Oppo_Reno8,4C06B7E2C44781,Pune,49.80.59.248,0,3,0,0,0
TXNF4FF132009,2026-02-10 18:30:39,upasnase@oksbi,garimasa@okicici,6442.08,QR,18,1,Google_Pixel_7,5A1AECD5BCD6F1,Kolkata,49.134.96.97,1,2,0,0,0
TXN8B753C11A4,2025-12-04 23:51:14,mekhalad@upi,hemangme@ibl,6315.66,QR,23,3,Vivo_V27,FDA0A90692CC28,Chennai,49.62.115.99,0,1,0,0,0
TXNDDFC5F79EB,2026-01-07 12:16:02,upadhrit@paytm,unnatisa@upi,743.01,Recharge,12,2,Realme_10,D70F05894C9CCD,Mumbai,49.89.89.140,0,1,0,0,0
TXND13911B7DC,2025-10-27 11:04:23,sanayadi@oksbi,yatanmer@okicici,2010.63,Bill,11,0,Motorola_Edge_40,6623187263FF34,Chennai,49.215.109.186,1,3,0,0,0
TXN9DCEF36741,2026-02-02 10:51:43,rushilsh@ibl,jaisachd@okaxis,3859.56,Recharge,10,0,Samsung_Galaxy_S23,2AD8EBE778E113,Ahmedabad,49.83.216.46,1,3,0,0,0
TXN40FC92F9BD,2025-11-18 18:02:22,varshamo@okaxis,triptiba@ybl,8110.96,QR,18,1,Oppo_Reno8,B3C65BE2680811,Indore,49.134.24.170,0,4,0,0,0
TXNF1892771EB,2026-02-05 20:43:01,charanra@paytm,fitanset@upi,6784.28,Recharge,20,3,Vivo_V27,E47FEEF250A4FC,Delhi,49.252.130.234,0,4,0,0,0
TXNDC814231F4,2026-03-15 13:07:08,rudraman@upi,harshilm@upi,2701.96,Recharge,13,6,Google_Pixel_7,FDD955D2B2E0C3,Bangalore,49.226.149.15,1,3,0,0,0
TXNAA396DF10C,2026-03-11 07:48:45,georgeza@upi,tristanb@ybl,1119.2,P2M,7,2,iPhone_14,8AE69DB687885E,Surat,49.218.137.41,0,4,0,0,0
TXNCB7EC4714F,2026-02-13 00:48:45,tanmayis@paytm,fitanom@paytm,121657.88,Bill,0,4,Rooted_Android,51EF09B046E049,Foreign_City,Unknown_IP,1,28,3,0,1
TXN6AC5E9825E,2026-02-22 11:53:59,anushaha@okaxis,zayyanse@okicici,1826.07,P2M,11,6,iPhone_14,A3B4160AF63172,Kanpur,49.106.226.44,0,4,0,0,0
TXNEEDEDFB9FB,2025-12-27 14:44:00,gangabha@ybl,ekiyaswa@upi,4123.55,Bill,14,5,Samsung_Galaxy_S23,E7598310785714,Surat,49.143.215.175,1,2,0,0,0
TXNB3B6F388C4,2026-02-03 23:38:20,rachanab@okicici,chaayaah@paytm,8069.24,P2P,23,1,OnePlus_11,DBD79FF5422EE4,Hyderabad,49.181.227.174,0,2,1,0,0
TXN0A122F6822,2026-01-02 21:20:43,ekanshya@ybl,neelmane@okaxis,7302.83,QR,21,4,Motorola_Edge_40,A546C293058B84,Bhopal,49.154.202.254,1,2,0,0,0
TXN3072EC9AFB,2026-03-04 11:21:13,atharvda@ibl,utkarshs@okaxis,4300.15,Recharge,11,2,iPhone_15,C601DA508643C9,Bangalore,49.134.195.173,0,3,0,0,0
TXN78C4D1C086,2026-02-25 23:35:56,aarushra@upi,dalajamu@ibl,3312.69,Recharge,23,2,iPhone_15,2F661585344323,Bangalore,49.171.175.214,0,2,0,0,0
TXNA65F520FBB,2026-02-10 20:09:38,tanmayid@paytm,rayaantr@oksbi,3286.38,QR,20,1,Oppo_Reno8,72D157770F2FDC,Bangalore,49.101.254.158,0,3,0,0,0
TXNADF4A58B8C,2025-10-01 06:22:36,vrindapa@oksbi,ojasviha@oksbi,6623.87,Recharge,6,2,OnePlus_11,C8FEE1BFBA6CF2,Bangalore,49.195.34.142,1,1,0,0,0
TXN5AD07C86B2,2026-02-07 09:14:08,vinayapa@oksbi,girindra@oksbi,3466.66,Bill,9,5,Samsung_Galaxy_S23,3613E8E4183302,Mumbai,49.67.20.36,0,4,0,0,0
TXNEFFF89EE15,2025-11-17 10:00:28,tristanp@oksbi,chanchal@okicici,7339.29,QR,10,0,OnePlus_11,50FBF4FAD70BFA,Kolkata,49.209.186.192,0,3,1,0,0
TXN725858EA77,2025-12-31 20:06:39,jagatdav@upi,meerapra@ibl,7397.53,P2M,20,2,Samsung_Galaxy_S23,D2CD14EC843936,Chennai,49.131.201.204,0,1,1,0,0
TXNE2AD7113F9,2025-10-22 18:02:44,lakshmic@ibl,harrison@oksbi,2907.61,QR,18,2,Oppo_Reno8,A52F2421641359,Bhopal,49.243.57.18,0,4,0,0,0
TXNA100AEFC17,2026-01-23 06:02:07,nachiket@paytm,peterpat@okaxis,3772.94,Recharge,6,4,Google_Pixel_7,2512F3B8066CDB,Nagpur,49.96.39.232,0,2,0,0,0
TXNE27E59D321,2026-01-15 14:28:48,vidhibha@okicici,anyaverm@okaxis,1916.54,P2M,14,3,Motorola_Edge_40,476CBC9453245F,Bhopal,49.26.92.24,1,2,0,0,0
TXN978F6CE3DA,2025-12-24 09:04:00,ranveera@ibl,xitipras@upi,329.16,P2P,9,2,iPhone_15,ACEF0E89EA933D,Indore,49.174.12.92,0,1,0,0,0
TXN4A17800FCF,2026-02-23 09:40:51,pranavkh@okaxis,gauravba@ybl,2191.99,P2M,9,0,Xiaomi_13,B333AAB25AE34F,Kanpur,49.246.211.222,0,4,0,0,0
TXNBF8CD6AC7E,2026-02-11 17:40:21,shauryap@upi,darpanam@upi,1079.61,P2M,17,2,Xiaomi_13,147A6BE52549B4,Surat,49.220.40.83,0,2,0,0,0
TXN4509085481,2026-03-01 19:09:40,adyabose@ibl,anirudht@ybl,2457.56,P2P,19,6,Realme_10,1ED06EE9691EDC,Pune,49.126.78.177,0,4,0,0,0
TXN4C27E8486B,2026-02-02 21:39:04,hemanara@ybl,anitabad@okaxis,7741.83,P2M,21,0,iPhone_14,254FEE9ED39FB0,Lucknow,49.162.167.55,0,4,0,0,0
TXN18D6044F45,2026-01-07 20:43:18,ekavirma@paytm,amaramur@ibl,9327.5,Recharge,20,2,Samsung_Galaxy_S23,4D9FE1ED5588F5,Indore,49.40.148.41,0,3,0,0,0
TXNEB6498850A,2026-02-19 11:28:15,yugmalho@paytm,yuvrajma@okaxis,1342.38,QR,11,3,Realme_10,9C4817907BC1D9,Nagpur,49.41.5.226,1,1,0,0,0
TXNC1F7268E22,2026-02-21 18:38:33,nishakha@upi,baljiwan@ibl,3832.05,QR,18,5,Oppo_Reno8,FD43AD27429FE4,Lucknow,49.215.204.165,0,1,0,0,0
TXNEEB13802B8,2026-01-19 16:43:59,leenadey@paytm,xitipal@okaxis,1134.17,Bill,16,0,iPhone_15,2B1C2A45B0B1A3,Kolkata,49.90.49.83,0,1,0,0,0
TXN44F527D920,2025-12-08 20:55:46,elijahde@upi,mitalish@ybl,8165.51,P2P,20,0,Google_Pixel_7,D8F536FD68B520,Nagpur,49.12.110.12,0,4,0,0,0
TXNFD45F5709C,2026-03-14 18:16:07,abhimany@ybl,kavyavai@okaxis,23.08,P2M,18,5,OnePlus_11,E64C52556A5DC0,Delhi,49.166.133.242,1,1,0,0,0
TXN17E77EA6F1,2026-01-24 14:36:13,suhanigi@paytm,yuvrajed@okaxis,4266.58,Bill,14,5,Google_Pixel_7,690B810AB80356,Nagpur,49.25.149.32,0,1,0,0,0
TXN7A946CB4E6,2025-12-17 07:36:15,amairako@ybl,owennaid@ibl,2397.44,Recharge,7,2,Motorola_Edge_40,2668300B399A40,Surat,49.4.88.146,0,3,0,0,0
TXN43658EBA59,2025-12-25 15:25:03,kevinkar@ibl,adityaan@ibl,915.76,QR,15,3,Realme_10,60A864E7C69608,Delhi,49.216.118.195,0,2,0,0,0
TXND0397703E5,2025-12-14 06:37:20,ojasbora@okicici,yutikawa@oksbi,4413.71,Bill,6,6,Samsung_Galaxy_S23,6320976080A591,Delhi,49.132.50.14,0,1,0,0,0
TXN9191D95319,2025-11-23 15:35:12,adyabail@upi,rachanas@okaxis,5595.94,Recharge,15,6,Samsung_Galaxy_S23,D811DD10F2674A,Chennai,49.11.31.109,0,4,0,0,0
TXNF9162844C0,2025-10-07 07:41:53,ronithch@ibl,yochanab@oksbi,4792.15,P2P,7,1,Google_Pixel_7,9497B2B55B14FA,Nagpur,49.60.244.40,0,3,0,0,0
TXN4CDC719670,2025-10-17 12:54:11,jatinrav@upi,omishath@ibl,2807.07,Recharge,12,4,Realme_10,BB5D2F06EF42BF,Jaipur,49.49.175.95,0,3,0,0,0
TXN25C98DE6E8,2026-03-08 13:07:35,kashishs@oksbi,petersom@ybl,2585.64,Recharge,13,6,OnePlus_11,600F02A3007412,Nagpur,49.12.198.225,0,2,0,0,0
TXN2502D0C294,2026-03-12 15:27:50,kevinkor@okicici,ishaanra@paytm,3394.23,Bill,15,3,Oppo_Reno8,E1A6848215EA40,Kolkata,49.101.211.77,0,1,0,0,0
TXN9BCF8FACCD,2026-02-26 13:41:09,rehaansa@okicici,ayushsri@upi,2863.4,Recharge,13,3,iPhone_15,56E359001AA738,Jaipur,49.206.240.247,0,1,1,0,0
TXN7B7A2DE32F,2026-01-28 12:29:13,chatresh@oksbi,gavinban@ybl,8491.27,QR,12,2,iPhone_14,D3B7955784AA92,Chennai,49.116.38.66,0,3,0,0,0
TXN95084DEAD6,2025-12-13 21:49:04,yutikasa@ybl,anmolsin@paytm,318.83,P2P,21,5,Google_Pixel_7,53A927F5566289,Kanpur,49.229.199.38,0,3,0,0,0
TXN1A0030660E,2026-02-03 12:04:33,oshasehg@upi,farasmoh@paytm,5698.33,P2P,12,1,Xiaomi_13,C8E9DF2A763D9F,Bhopal,49.13.80.69,1,2,0,0,0
TXN4A2FF44F9E,2026-03-09 15:03:03,praneelv@okicici,devikani@paytm,9973.23,Bill,15,0,Realme_10,F5B03A0D270511,Pune,49.2.142.65,1,3,0,0,0
TXN3468DC4739,2026-01-19 11:48:09,kashisht@paytm,zansiram@okicici,3634.7,Recharge,11,0,Vivo_V27,4624421D0BE423,Delhi,49.75.193.1,0,4,0,0,0
TXN70B9BCAA7C,2025-12-18 21:58:31,aashikee@oksbi,oviyacha@okicici,7180.14,Bill,21,3,Samsung_Galaxy_S23,F701D2827460A6,Kanpur,49.24.93.164,0,2,0,0,0
TXN0502F872AD,2026-02-08 18:12:09,varenyak@okaxis,advikshu@oksbi,6435.29,Bill,18,6,OnePlus_11,3E241425080008,Kanpur,49.242.175.219,0,1,0,0,0
TXN59AD53D801,2025-11-19 17:29:02,kaigolla@okicici,jaibalay@okicici,2670.78,Recharge,17,2,iPhone_14,3655C87F42866D,Kanpur,49.233.227.168,0,2,0,0,0
TXNEA5139A96A,2026-02-06 21:58:46,leenacha@okaxis,kalpitda@ibl,1191.97,Bill,21,4,Samsung_Galaxy_S23,83A2B0EB88C981,Pune,49.225.165.206,0,1,0,0,0
TXN77C4E9BB2A,2025-11-05 06:37:23,jagratiw@okicici,urishill@okicici,3658.96,QR,6,2,Motorola_Edge_40,F0DBA611A6FCF7,Bangalore,49.194.135.54,0,1,0,0,0
TXNB33D7EA57B,2026-01-30 18:29:26,atiprash@paytm,harrison@ybl,2821.11,Recharge,18,4,iPhone_14,863607E6207D9F,Mumbai,49.246.222.123,1,4,0,0,0
TXN306319548B,2026-03-11 23:07:45,ishadewa@paytm,taramalh@paytm,3899.0,Recharge,23,2,Samsung_Galaxy_S23,8331EBDB3977D0,Chennai,49.73.227.215,0,3,0,0,0
TXN86F8B7C85D,2026-03-04 16:09:25,saidash@okaxis,madhavis@ybl,1234.66,Bill,16,2,OnePlus_11,44BA0E50A5AC4C,Mumbai,49.171.150.111,0,4,0,0,0
TXND70CDF16E5,2026-03-04 12:08:25,riyauppa@paytm,chaayaso@oksbi,7296.38,QR,12,2,Xiaomi_13,03D745E3C9277C,Mumbai,49.155.185.244,0,3,0,0,0
TXN5DFBDD30D0,2025-12-17 10:20:58,lajitach@oksbi,hemanipa@upi,4809.09,P2M,10,2,Samsung_Galaxy_S23,2C37CC589F770C,Surat,49.122.123.123,0,1,0,0,0
TXND76F4B626E,2025-11-23 03:57:35,tanmayis@paytm,siddhart@upi,2.48,P2M,3,6,VM_Instance,BA7472FB7C8774,Foreign_City,Foreign_IP,1,23,4,0,1
TXN4000C05AD7,2025-11-02 08:56:22,benjamin@ibl,imaranwa@ybl,6356.71,Bill,8,6,Vivo_V27,CE918D9FB108C3,Nagpur,49.143.190.97,0,4,0,0,0
TXN550F56D2E0,2025-11-22 11:57:52,kavyasha@ybl,yatinmor@oksbi,4795.11,Bill,11,5,Realme_10,5E67C4996F5D38,Lucknow,49.144.208.166,0,3,0,0,0
TXNB62BD4C440,2026-03-10 14:41:03,jananira@oksbi,agastyam@ibl,310.38,P2P,14,1,Realme_10,909819945E1A14,Surat,49.26.218.77,0,4,0,0,0
TXNEC6457498E,2026-02-05 21:36:30,frederic@ibl,anthonys@upi,6012.18,QR,21,3,Realme_10,D9EBD1B934DDDF,Pune,49.114.112.5,1,3,0,0,0
TXN21EA9F128D,2026-02-22 15:35:54,chakrade@okicici,krishara@paytm,7789.17,P2M,15,6,Xiaomi_13,8EB5E8BFAB694A,Kanpur,49.220.82.118,1,4,0,0,0
TXN8CF6E43A25,2026-01-23 16:22:56,charviba@okaxis,kashvisu@oksbi,4318.87,Bill,16,4,Realme_10,289DD19A0DBEB5,Surat,49.15.127.196,1,2,0,0,0
TXN37059ACB0A,2026-03-03 16:06:14,ladlinar@oksbi,darshcha@okaxis,7093.0,P2M,16,1,Oppo_Reno8,F67ACF9ABD53B6,Lucknow,49.74.187.183,1,4,0,0,0
TXN8209F44F9E,2026-02-16 15:11:31,rajeshri@okaxis,shravyap@okaxis,571.12,QR,15,0,Oppo_Reno8,DB98A5941A1DDB,Mumbai,49.135.123.1,0,2,0,0,0
TXN5311DF1DB5,2026-01-19 13:41:28,qasimbha@okaxis,garimama@ybl,6383.46,Bill,13,0,OnePlus_11,F1AFD25E724B70,Kanpur,49.36.230.8,0,3,0,0,0
TXN79E7B176F3,2026-03-01 07:05:05,siyasain@upi,aashigou@okicici,334.01,P2P,7,6,Google_Pixel_7,98F2ADA03B6C65,Hyderabad,49.236.240.122,0,2,0,0,0
TXN8038661806,2026-03-03 17:45:04,nidravoh@okaxis,pallavim@upi,4319.5,P2M,17,1,Vivo_V27,76730092247804,Bhopal,49.29.167.202,0,2,0,0,0
TXN75C9A4F8B8,2025-12-10 09:44:56,wakeetac@paytm,triptioo@upi,143.16,Recharge,9,2,Vivo_V27,5129FE1A70DDC4,Indore,49.11.225.139,0,4,1,0,0
TXN34E0E61691,2025-11-03 23:28:56,priyahor@upi,ekbalpra@paytm,5834.23,QR,23,0,Realme_10,A7BDBB6DF57EB8,Bangalore,49.130.148.247,0,1,0,0,0
TXN1E8AF709AB,2026-02-09 12:01:12,farajtai@okaxis,dhritira@ybl,1703.21,Recharge,12,0,Oppo_Reno8,0041336ED7B220,Lucknow,49.157.56.225,1,3,0,0,0
TXNC948CD7C57,2026-02-23 02:07:42,ayaanswa@okicici,samakshn@okicici,52290.26,QR,2,0,Rooted_Android,1BFEBDF3DD2F19,Foreign_City,TOR_Exit_Node,1,20,3,1,1
TXNB0774F40EE,2025-10-03 09:19:40,zaitraka@paytm,sachihan@paytm,4000.55,P2P,9,4,Samsung_Galaxy_S23,83C5E94794B1FB,Ahmedabad,49.135.83.205,0,3,0,0,0
TXN138986963A,2025-11-24 15:23:36,gangaben@ibl,warjasba@okicici,5621.56,QR,15,0,iPhone_14,8572BB9A3A6203,Pune,49.240.90.102,0,1,0,0,0
TXNA3636EA4A3,2025-10-15 18:36:53,anirudhp@ybl,chavvila@upi,3303.86,P2P,18,2,iPhone_15,C776FA7A6CB058,Nagpur,49.47.99.50,0,1,0,0,0
TXN8DDF2A3BF2,2025-10-13 11:14:27,vedantpr@okicici,chaitany@okaxis,8452.89,P2M,11,0,iPhone_14,1F4092906033BE,Nagpur,49.122.239.65,0,3,0,0,0
TXN0B618D0667,2025-10-22 08:18:54,harshilk@oksbi,pranavla@paytm,3122.57,P2P,8,2,Oppo_Reno8,140925DFB3BC75,Mumbai,49.241.192.63,1,3,0,0,0
TXN78C944BEB3,2025-10-20 14:47:42,daminiba@paytm,ekarajge@okicici,5006.67,P2P,14,0,Oppo_Reno8,3008058251F098,Mumbai,49.25.94.12,0,4,0,0,0
TXNE7676E3AA5,2025-12-13 23:39:48,mahikadu@ibl,kaiyadav@ibl,9771.73,QR,23,5,Oppo_Reno8,494E5986131216,Ahmedabad,49.113.231.199,1,2,0,0,0
TXN27067F8E91,2025-10-28 23:43:14,chandani@paytm,pranavba@okicici,4529.22,QR,23,1,iPhone_15,EE7D0DC8AD76C2,Jaipur,49.43.103.207,0,1,0,0,0
TXNF202826F54,2026-02-22 11:10:01,baljiwan@paytm,kavyabal@okicici,4330.54,P2M,11,6,OnePlus_11,61976512F401B7,Chennai,49.218.210.37,1,2,0,0,0
TXN1B0FDD8559,2026-01-17 06:19:16,raghavvo@oksbi,omishash@oksbi,2968.07,P2P,6,5,Vivo_V27,70A9C7FD96E37C,Delhi,49.95.120.199,0,4,0,0,0
TXNDA87955B85,2026-02-20 18:28:36,avnisrin@upi,zilmilha@paytm,7459.5,P2M,18,4,Vivo_V27,15664AAF9417F8,Surat,49.198.97.31,0,4,0,0,0
TXNF98C4A987D,2026-01-14 07:09:15,devvig@upi,triyasar@upi,9948.58,P2P,7,2,Realme_10,8CB2379FE73952,Hyderabad,49.249.199.11,1,4,0,0,0
TXNCAFD13B072,2025-10-05 03:12:13,reyanshk@ybl,peterbas@okicici,130590.05,Bill,3,6,VM_Instance,A171D7A63F7F0A,Spoofed_Location,VPN_IP,1,25,3,0,1
TXN26E0CD82BF,2026-02-16 12:05:32,sanyamit@ibl,ishanvis@paytm,5258.21,Bill,12,0,Xiaomi_13,D7B31837C761EB,Pune,49.244.108.103,0,2,0,0,0
TXND104D0AF33,2026-02-20 06:42:25,meghaman@paytm,vasudhab@okicici,1072.44,Recharge,6,4,iPhone_14,86FC2D016BD04C,Ahmedabad,49.229.148.91,0,4,0,0,0
TXNE83A869904,2025-10-23 23:12:34,zaitrana@ibl,turvisan@ybl,584.5,QR,23,3,Realme_10,BCD2620D5C252C,Kanpur,49.47.79.159,0,4,0,0,0
TXNDDF23762C2,2026-01-31 07:05:17,dayamais@ybl,jhalaksa@oksbi,4198.16,QR,7,5,Google_Pixel_7,B4782AD808C518,Surat,49.206.140.204,0,4,0,0,0
TXN5BAD8B3FFC,2025-11-21 15:18:19,saumyaga@ybl,parthbor@upi,195.03,QR,15,4,iPhone_14,DEDF6FB4DF7D0C,Ahmedabad,49.131.154.149,0,1,0,0,0
TXN26DE046E03,2025-11-25 17:57:44,yadaviba@ibl,onveerka@paytm,6811.75,P2P,17,1,Motorola_Edge_40,ED9DF38E44747C,Bhopal,49.90.201.211,0,2,0,0,0
TXN992F6DD06A,2025-12-20 20:48:42,nehadhaw@ybl,balvanra@paytm,8080.26,Recharge,20,5,iPhone_15,F04ECC3387A47B,Chennai,49.48.21.192,0,1,0,0,0
TXN279EBAA180,2025-10-14 23:29:41,ikshitam@paytm,jairajra@okaxis,2913.62,P2P,23,1,Motorola_Edge_40,A1564BC6A7E4C2,Delhi,49.51.186.149,1,3,0,0,0
TXNA5A66ABEB1,2025-10-25 15:35:26,vyanjana@ibl,rakshara@oksbi,8296.59,QR,15,5,iPhone_15,C70D1792C72A07,Jaipur,49.82.208.6,0,1,0,0,0
TXN751611BE9E,2026-01-27 23:59:09,mahikaka@okicici,harshilo@ibl,3876.87,P2P,23,1,OnePlus_11,995F58D57544E3,Lucknow,49.158.192.150,0,4,0,0,0
TXN1A3541B6A2,2026-03-12 19:52:46,zayyanpa@okicici,mekhalab@paytm,2414.82,QR,19,3,Vivo_V27,091A30E9AB6252,Pune,49.197.141.238,0,3,1,0,0
TXNDB3C2FAD81,2025-10-07 07:21:54,kashvilo@upi,unnirama@ibl,6652.97,P2M,7,1,Xiaomi_13,4C296AD3B1B8B4,Nagpur,49.11.124.2,0,3,0,0,0
TXN67767EF391,2026-03-06 20:27:50,hardikpa@okaxis,noahdani@oksbi,2644.45,QR,20,4,iPhone_15,ABFAD8FC851F71,Pune,49.50.69.45,0,3,0,0,0
TXNE9E9F09F8B,2025-11-18 20:01:49,yadavina@ybl,jyoticha@upi,1580.7,Recharge,20,1,Motorola_Edge_40,D6907CFA19A324,Ahmedabad,49.186.56.98,0,1,0,0,0
TXN1FB7BE091E,2025-12-22 14:57:23,zinalpra@okaxis,aadhyapa@oksbi,9108.44,Recharge,14,0,iPhone_14,5A78162E4AF1ED,Bangalore,49.186.179.156,0,2,1,0,0
TXND30D3B1B27,2025-12-23 12:53:11,vanshabh@okicici,ethanbha@okaxis,9676.42,Recharge,12,1,Google_Pixel_7,FA725928F91C08,Hyderabad,49.40.108.167,0,4,0,0,0
TXN26B14FCA79,2025-11-26 13:31:23,chanakya@okaxis,sachirai@okicici,4933.45,QR,13,2,iPhone_15,88DE775587D3EC,Mumbai,49.51.252.211,1,1,0,0,0
